prompt_id,official_record_indexes,prompt_en,dimensions,primary_dimension,reference_image,reference_identity,sample_count,source_dataset,source_file
ovb0011,11,"In a still frame, gas station",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0012,12,A tranquil tableau of house,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0013,13,"indoor gymnasium, frozen in time",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0014,14,A tranquil tableau of indoor library,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0015,15,A tranquil tableau of kitchen,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0016,16,A tranquil tableau of palace,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0017,17,"In a still frame, parking lot",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0018,18,"In a still frame, phone booth",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0019,19,A tranquil tableau of restaurant,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0020,20,A tranquil tableau of tower,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0021,21,A tranquil tableau of a bowl,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0022,22,A tranquil tableau of an apple,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0023,23,A tranquil tableau of a bench,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0024,24,A tranquil tableau of a bed,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0025,25,A tranquil tableau of a chair,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0026,26,A tranquil tableau of a cup,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0027,27,A tranquil tableau of a dining table,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0028,28,"In a still frame, a pear",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0029,29,A tranquil tableau of a bunch of grapes,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0030,30,A tranquil tableau of a bowl on the kitchen counter,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0031,31,"A tranquil tableau of a beautiful, handcrafted ceramic bowl",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0032,32,A tranquil tableau of an antique bowl,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0033,33,A tranquil tableau of an exquisite mahogany dining table,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0034,34,A tranquil tableau of a wooden bench in the park,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0035,35,A tranquil tableau of a beautiful wrought-iron bench surrounded by blooming flowers,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0036,36,"In a still frame, a park bench with a view of the lake",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0037,37,A tranquil tableau of a vintage rocking chair was placed on the porch,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0038,38,"A tranquil tableau of the jail cell was small and dimly lit, with cold, steel bars",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0039,39,A tranquil tableau of the phone booth was tucked away in a quiet alley,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0040,40,"a dilapidated phone booth stood as a relic of a bygone era on the sidewalk, frozen in time",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0041,41,A tranquil tableau of the old red barn stood weathered and iconic against the backdrop of the countryside,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0042,42,A tranquil tableau of a picturesque barn was painted a warm shade of red and nestled in a picturesque meadow,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0043,43,"In a still frame, within the desolate desert, an oasis unfolded, characterized by the stoic presence of palm trees and a motionless, glassy pool of water",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0044,44,"In a still frame, the Parthenon's majestic Doric columns stand in serene solitude atop the Acropolis, framed by the tranquil Athenian landscape",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0045,45,"In a still frame, the Temple of Hephaestus, with its timeless Doric grace, stands stoically against the backdrop of a quiet Athens",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0046,46,"In a still frame, the ornate Victorian streetlamp stands solemnly, adorned with intricate ironwork and stained glass panels",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0047,47,"A tranquil tableau of the Stonehenge presented itself as an enigmatic puzzle, each colossal stone meticulously placed against the backdrop of tranquility",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0048,48,"In a still frame, in the vast desert, an oasis nestled among dunes, featuring tall palm trees and an air of serenity",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0049,49,"static view on a desert scene with an oasis, palm trees, and a clear, calm pool of water",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0050,50,"A tranquil tableau of an ornate Victorian streetlamp standing on a cobblestone street corner, illuminating the empty night",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0051,51,"A tranquil tableau of a tranquil lakeside cabin nestled among tall pines, its reflection mirrored perfectly in the calm water",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0052,52,"In a still frame, a vintage gas lantern, adorned with intricate details, gracing a historic cobblestone square",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0053,53,"In a still frame, a tranquil Japanese tea ceremony room, with tatami mats, a delicate tea set, and a bonsai tree in the corner",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0054,54,"A tranquil tableau of the Parthenon stands resolute in its classical elegance, a timeless symbol of Athens' cultural legacy",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0055,55,"A tranquil tableau of in the heart of Plaka, the neoclassical architecture of the old city harmonizes with the ancient ruins",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0056,56,"A tranquil tableau of in the desolate beauty of the American Southwest, Chaco Canyon's ancient ruins whispered tales of an enigmatic civilization that once thrived amidst the arid landscapes",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0057,57,"A tranquil tableau of at the edge of the Arabian Desert, the ancient city of Petra beckoned with its enigmatic rock-carved façades",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0058,58,"In a still frame, amidst the cobblestone streets, an Art Nouveau lamppost stood tall",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0059,59,"A tranquil tableau of in the quaint village square, a traditional wrought-iron streetlamp featured delicate filigree patterns and amber-hued glass panels",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0060,60,"A tranquil tableau of the lampposts were adorned with Art Deco motifs, their geometric shapes and frosted glass creating a sense of vintage glamour",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0061,61,"In a still frame, in the picturesque square, a Gothic-style lamppost adorned with intricate stone carvings added a touch of medieval charm to the setting",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0062,62,"In a still frame, in the heart of the old city, a row of ornate lantern-style streetlamps bathed the narrow alleyway in a warm, welcoming light",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0063,63,"A tranquil tableau of in the heart of the Utah desert, a massive sandstone arch spanned the horizon",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0064,64,"A tranquil tableau of in the Arizona desert, a massive stone bridge arched across a rugged canyon",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0065,65,"A tranquil tableau of in the corner of the minimalist tea room, a bonsai tree added a touch of nature's beauty to the otherwise simple and elegant space",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0066,66,"In a still frame, amidst the hushed ambiance of the traditional tea room, a meticulously arranged tea set awaited, with porcelain cups, a bamboo whisk",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0067,67,"In a still frame, nestled in the Zen garden, a rustic teahouse featured tatami seating and a traditional charcoal brazier",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0068,68,A tranquil tableau of a country estate's library featured elegant wooden shelves,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0069,69,"A tranquil tableau of beneath the shade of a solitary oak tree, an old wooden park bench sat patiently",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0070,70,"A tranquil tableau of beside a tranquil pond, a weeping willow tree draped its branches gracefully over the water's surface, creating a serene tableau of reflection and calm",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0071,71,"A tranquil tableau of in the Zen garden, a perfectly raked gravel path led to a serene rock garden",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0072,72,"In a still frame, a tranquil pond was fringed by weeping cherry trees, their blossoms drifting lazily onto the glassy surface",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0073,73,"In a still frame, within the historic library's reading room, rows of antique leather chairs and mahogany tables offered a serene haven for literary contemplation",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0074,74,A tranquil tableau of a peaceful orchid garden showcased a variety of delicate blooms,temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0075,75,"A tranquil tableau of in the serene courtyard, a centuries-old stone well stood as a symbol of a bygone era, its mossy stones bearing witness to the passage of time",temporal_flickering,temporal_flickering,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0076,76,a bird and a cat,multiple_objects,multiple_objects,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0077,77,a cat and a dog,multiple_objects,multiple_objects,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0078,78,a dog and a horse,multiple_objects,multiple_objects,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0079,79,a horse and a sheep,multiple_objects,multiple_objects,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0080,80,a sheep and a cow,multiple_objects,multiple_objects,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0081,81,a cow and an elephant,multiple_objects,multiple_objects,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
ovb0082,82,an elephant and a bear,multiple_objects,multiple_objects,/data/zengxin/zwt/face_study/face/CVPR25-ConsisID/source/ConsisID-main/asserts/example_images/3.png,ConsisID固定参考人脸,1,VBench v1 official prompt suite,/data/zengxin/zwt/external/VBench-v1/vbench/VBench_full_info.json
